id,address,city
81933,"Room #6,Shujah Building,6-A Nabhe Road",Lahore
81934,"14,2nd Flr,Republic Motor Bld.,87 The Mall",Lahore
81935,"3,1st Floor,Gul Mansion,Mozang Adda,Mozang",Lahore
81936,"Behind Ittefaq Foundry,Near Ittefaq Grid Station,Kot Lakhpat",Lahore
81937,"11-A,Transport House,Egerton Road",Lahore
81938,"17-LG,Bilal Centre,9-Nicholson Road",Lahore
81939,"Flat No.1,Umer Plaza,675,Umar Block,Allama Iqbal Town",Lahore
81940,"18-D,Chowk Rangmahal",Lahore
81941,"894,Circular Road,Near Nigar Cinema",Lahore
81942,"Rahman Plaza,4-Shahrah-e-Fatima Jinnah",Lahore
81943,37-Sultan Pura Road,Lahore
81944,35-Nishtar Road,Lahore
81945,22-Urdu Bazar,Lahore
81946,8th K.M.Multan Road,Lahore
81947,"Mian Chambers,3-Temple Road",Lahore
81948,"21/14 Ithadia Park,Litten Road",Lahore
81949,"3rd Floor,Raleigh House,Nila Gumbad",Lahore
81950,4-Shahrah-e-Quaid-e-Azam,Lahore
81951,"40-E/1,Gulberg III",Lahore
81952,"Room No.12,25-Nishtar Road",Lahore
81953,"Block-A,LDA Flats,Near Akbar Chowk,Jauhar Town",Lahore
81954,"41/A,Empress Road",Lahore
81955,"Suite 2,2nd Floor,Lahroe Tower,Civic Centre,New Garden Town",Lahore
81956,"Provincial Headquarter NADRA,House # 14/1,Sarwar Road,Cantt",Lahore
81957,"62-M,Gulberg-III",Lahore
81958,"(Zonal Office),7-A,Main Boulevard,Gulberg-II",Lahore
81959,"(Cantt. Branch),69/2,Abid Majeed Road,Lahore Cantt.",Lahore
81960,"(Garden Town Branch),F/B-3,Awami Complex,Garden Town",Lahore
81961,"(Mall Branch) 112-Rafi Mansion,Shahrah-e-Quaid-e-Azam",Lahore
81962,"(Regional Office),69/2,Abid Majeed Road,Lahore Cantt.",Lahore
81963,"157/B,Ferozepur Road Branch",Lahore
81964,"7-A,Main Boulevard,Gulberg-II",Lahore
81965,"Hill View Arcade,5-Davis Road",Lahore
81966,"7/4 E/3,Main Boulevard,Gulberg-III",Lahore
81967,"3-2,Faisal Nagar,Multan Road",Lahore
81968,"F-4,4th Floor,Shan Arcade,New Garden Town",Lahore
81969,65-Temple Road,Lahore
81970,"99-Railway Road,Opp:Polytechnic College",Lahore
81971,"Y-271,Commercial Area,LCCHS.,Phase-III",Lahore
81972,"NESPAK House,1-C,Block-N,Model Town Ext.,P.O.Box:1351",Lahore
81973,"10-Saint Marry Park,Gulberg III",Lahore
81974,"137-Wasi Market,Badami Bagh",Lahore
81975,"1-Basement,Gulberg Heights,Gulberg-II",Lahore
81976,"G-5,Hill View Arcade,,Opp. Simla Hill,5-Davis Road",Lahore
81977,"78,Shadman-II,Behind Cricket House",Lahore
81978,"Alfalah Building,Tail Wing,Shahrah-e-Quaid-e-Azam",Lahore
81979,"53,Jail Road",Lahore
81980,"78,Shadman-II",Lahore
81981,"Aptt.#6,2nd Flr.,Shadman Plaza,Shadman Market",Lahore
81982,"260-Upper Mall,Gymkhana",Lahore
81983,"132 L-Block,L.C.C.H.S.,Near Sports Stadium",Lahore
81984,"1,Abbot Road",Lahore
81985,"35/A Millitary Accounts Colony,Infantary Road",Lahore
81986,"8,Shalam Market",Lahore
81987,"98 B-1,Gulberg III",Lahore
81988,28 Mozang Road,Lahore
81989,"157/3,Ferozpur Road",Lahore
81990,"3rd Flr.LDA Plaza(Egerton Rd.),Khalifa Shuja-ud-Din Road",Lahore
81991,"211/212 Al-Falah,15 Shahrah-e-Quaid-e-Azam",Lahore
81992,"142,Ali Block,New Garden Town",Lahore
81993,"24-B,Main Rd.,Opp.Govt College,Faisal Town",Lahore
81994,"A-5/A,Phase-I,Defence Society",Lahore
81995,"87,Shahrah-e-Quaid-e-Azam",Lahore
81996,"44-A,Ferozepur Road",Lahore
81997,"E-456,Circular Road,I/s.Shahalam Gate",Lahore
81998,"29-A,Beadon Road,Mcleod Road",Lahore
81999,46-Main Gulberge,Lahore
82000,"319,Al-Falah Building,The Mall",Lahore
82001,"3-A,Davis Road",Lahore
82002,"#23,1st Floor,Sharf Mansion,16-Fatima Jinnah Road",Lahore
82003,"Ismail Aiwan-e-Science,Shahrah-e-Jalaluddin Roomi,Ferozpur Road",Lahore
82004,74-Railway Road,Lahore
82005,"15km Sheikhupura Road,Shahdara",Lahore
82006,"10-Aibak Block,New Garden Town",Lahore
82007,"17-J,Gulberg III",Lahore
82008,"18-E,Model Town",Lahore
82009,"27-Jinnah Colony,Multan Road",Lahore
82010,"1,Saint Marry Park,Near Kalma Chowk,Gulberg-III",Lahore
82011,"11-Badar Centre,Rehman St.#6,Railway Road",Lahore
82012,"12,2nd Floor,Khan Arcade,16 Moj Darya (Edwards) Road",Lahore
82013,"25-Hall Road,Rafi Plaza",Lahore
82014,"National Trading Centre,Irum Centre,Moon Market,Gulshan-e-Ravi",Lahore
82015,"42,Chamberlane Road,Near Masjid Mailado",Lahore
82016,"54,Shahrah-e-Quaid-e-Azam",Lahore
82017,"41-Main Ferozepur Road,Near Shama Bus Stop",Lahore
82018,"16,Dinga Sing Building,46-The Mall",Lahore
82019,10-Ganpat Road,Lahore
82020,"3 B/1,Pir Ghazi Road,Icchra.",Lahore
82021,Circular Road,Lahore
82022,"Shop #75,Old Bharat Building,Opp:Mayo Hospital",Lahore
82023,91-Nishtar Road,Lahore
82024,"Opp.Do Moria Pull,Old Fruit Market,Circular Road",Lahore
82025,"Hafeez Chambers,3rd Floor,Shahrah-e-Quaid-e-Azam",Lahore
82026,"Room # 38,2nd Floor,Pak Market,75-Multan Road",Lahore
82027,"17,Al-Shams Market,Badami Bagh",Lahore
82028,"179-C-1,Model Town,G.P.O.Box No.1381",Lahore
82029,"Syed Plaza,Basement,30-Ferozepur Road",Lahore
82030,"Defence Road,1-KM Off Bhoptian,Chowk,Raiwind Road",Lahore
82031,"40,Fazal Building,Cooper Road",Lahore
82032,"15/21,Jalal Colony,Sanda Khurd",Lahore
82033,"Nipco House,4-Shahrh-e-Fatima Jinnah",Lahore
82034,"Lahori Gate,Zam Zam Market,11-Circular Road",Lahore
82035,"7-Deen Road,Badami Bagh",Lahore
82036,"68,Fleming Road",Lahore
82037,"Mughal House,83/A,Bhalla Stop,Multan Road",Lahore
82038,"H-1188,Lal Havely,Akbari Mandi",Lahore
82039,"Nawab Park,Opp:Munshi Hospital,Bund Road",Lahore
82040,"32-C-III,Gulberg-III",Lahore
82041,"654,Umer Block,Allama Iqbal Town",Lahore
82042,76-Brandreth Road,Lahore
82043,"Rm 20,Sharf Mansion Queen Road,Ganga Ram",Lahore
82044,"87/D-I,Main Boulevard,Gulberg III",Lahore
82045,"Chowk Lahore Hotel,3-Abdul Karim Road",Lahore
82046,"29-Allama Kokab Street,Anwar Building,Malik Park,Bilal Gunj",Lahore
82047,"4-Tariq Complex,Model Town,Link Road",Lahore
82048,Sheikhupura Road,Lahore
82049,"Near Butt Sweet,Aslam Arcade,16-Mcleod Road",Lahore
82050,20km-Sheikhupura Road,Lahore
82051,"Suit #1,1st Floor,Lahore Tower,3B,Civic Centre,New Garden Town",Lahore
82052,"44-Bank Square Market,Model Town",Lahore
82053,"No.6,Nayab Chambers,Brandreth Road",Lahore
82054,"130-E/1,First Floor,Main Boulevard,Gulberg-III",Lahore
82055,"House No.23,Zia Street No.59,sant Nagar",Lahore
82056,807-Shadman,Lahore
82057,"Plot #6,Rasheed Ind. Estate,18-KM. Ferozepura Road",Lahore
82058,"10-Usman Block,New Garden Town",Lahore
82059,"H.No.7,St.No.3,Lal Pull,Moghalpura",Lahore
82060,"8-F3,New Muslim Town",Lahore
82061,"24,Main Road Samanabad",Lahore
82062,"Rm 603,6th Fl.Stock Exch.Bldg.,19-Khayaban-e-Aiwan-e-Iqbal",Lahore
82063,"83-A,Shadman-II",Lahore
82064,"A-17,Tufail Market,Tufail Road,Cantt.",Lahore
82065,"212-Zulqarnain Chamber,Ganpat Road",Lahore
82066,"3 Km. Qila Sheikhupura Road,MDK.",Lahore
82067,175-Circular Road,Lahore
82068,"House No.10-B/1 Iqbal Avenue,State Cement Co-Op.H.Society,P.O.Box:3337",Lahore
82069,"Adil House,4-Noon Avenue,Muslim Town",Lahore
82070,"100-Abu Bakr Block,New Garden Town",Lahore
82071,"Workshop #95/D,Hilal Park,Amer Road,Near Petrol Pump,Bund Road,Shad Bagh",Lahore
82072,"1st Flr.,Gardee Trust Building,Napier Road",Lahore
82073,"3-Saint John Park,Cantt.",Lahore
82074,"14-A,Queens Road,Fatima Centre,Near Ganga Ram Hospital",Lahore
82075,"13,Basement,Abkari Road,Waheed Science Market",Lahore
82076,"2nd Floor,Alsadaf,35-C,Empress Road",Lahore
82077,"345 Main G.T.Road,Baghbanpura",Lahore
82082,"163,Z-Block,Street No.30,Phase-III,D.H.S.,Cantt.",Lahore
82083,"11-Karim Block,Commercial Zone,Allama Iqbal Town",Lahore
82084,"Umair Plaza,Karim Block,Allama Iqbal Town",Lahore
82085,"H.M.House,7-Bank Square",Lahore
82086,"Shah Alam Chowk,127,Circular Road",Lahore
82087,"Nenser House,23-Civic Centre,New Garden Town",Lahore
82088,"40-Abbot Road,Opp. PTV/Radio Stadium",Lahore
82089,"43-G,Hafeez Center,Gulber-III",Lahore
82090,"43-G,Hafeez Centre,Gulberg-III",Lahore
82091,"Salam Chambers,22-Link Mcleod Road",Lahore
82092,"Salman Chambers,22-Link McLeod Road",Lahore
82093,"308,Upper Mall,GPO Box:874",Lahore
82094,"#1,3rd Floor,Hafeez Centre,Gulberg",Lahore
82095,"27-F,1st.Flr.Raja Centre,Main Boulevard,Gulberg-II",Lahore
82096,"2nd Floor,Emirates Bank Bldg.,14,Egerton Road",Lahore
82097,"Y-126,Commercial Area,Defence Housing Authority",Lahore
82098,"5,2nd Floor,Imtiaz Centre,Main Market,Gulberg-II",Lahore
82099,"73-LG,Hafeez Centre,Gulberg III",Lahore
82100,27-Nicholson Road,Lahore
82101,"Y-126,Commercial Area,D.H.A.,Cantt.",Lahore
82102,"15-Patiala Ground,Link McLeod Road",Lahore
82103,"Rehman Gali No.2,Nishtar Road",Lahore
82104,"59-G, Latif Centre Inchhra",Lahore
82105,"Shop No.47/9,Auriga Complex,Main Market,Gulberg-III",Lahore
82106,"70 Mehran Block,Allama Iqbal Town",Lahore
82107,"54,Circular Road,Outside Mochi Gate",Lahore
82108,"29,Main Hall Road",Lahore
82109,"38-Akbari Road,New Anarkali,P.O.Box:283",Lahore
82110,"Chiragh Manzil,Street-18,Kotli Pir A.Rehman,Baghbanpura",Lahore
82111,"85,Shahrah-e-Quaid-e-Azam, The Mall",Lahore
82112,"291,Street No.6,Cavalry Ground",Lahore
82113,"#8,73-Business Centre,Main Shadman",Lahore
82114,"Near Rahim Steel Mills,Bund Road",Lahore
82115,14-Comm. Area Cavalry Quarter,Lahore
82116,O/s Shahalam Gate,Lahore
82117,"123-E(III),Model Town",Lahore
82118,"148-General Bus Stand,Badami Bagh",Lahore
82119,83-Beadon Road,Lahore
82120,"177-B,Shadman-II",Lahore
82121,"172/2,Afzal Rpad Club Chowk Shadbagh",Lahore
82122,"21,Al-Munawar Market,29-Burni Road,Gorhishahoo",Lahore
82123,"18-A,Hassan St.,Ghousia Colony,Opp.Pak Blk.,Allama Iqbal Town",Lahore
82124,"36-C,Commercial Zone,Liberty Market,Gulberg III",Lahore
82125,"12,Gulshan Block,Main Road Allama Iqbal Town",Lahore
82126,"1st Floor,Brothers Plaza,30-Hall Road",Lahore
82127,"15-Shadman,Jail Road",Lahore
82128,"16,Gadir Gaba Market,78,Mcleod Road",Lahore
82129,"Shahzad Carpet Market,Tagore Park,Nicholson Road",Lahore
82130,"C-1,L.D.A. Flats,Lawrence Road",Lahore
82131,55-Lawrence Road,Lahore
82132,"55,Lawran Road,C.I.LDA Flats",Lahore
82133,"Mazheri Building,New Anarkali,Jan Mohammad Road",Lahore
82134,"21,Shalimar Link Road,Mughalpura",Lahore
82135,"22-A,Canal Park,Gulberg-II,P.O.Box: 3120",Lahore
82136,"Yasrab Colony,Shahdara More,G.P.O.Box: 333",Lahore
82137,"Off Islamia College,63,Railway Road",Lahore
82138,82-Nishtar Road,Lahore
82139,3-Beadon Road,Lahore
82140,"65-Danga Singh Building,Beadon Road",Lahore
82141,"14-Hunza Block,Allama Iqbal Town",Lahore
82142,"168,Ferozepur Road,Ichhra,Al Mehtab Market",Lahore
82143,"9-Poonch Road 1st Round,About Samanabad",Lahore
82144,"128-Bank Square Market,Model Town",Lahore
82145,15 Beadon Road,Lahore
82146,54-Brandreth Road,Lahore
82147,"54,Brandreth Road",Lahore
82148,"21,Hall Road",Lahore
82149,Zaneb Chamber 61 Fleming Road,Lahore
82150,20-Queens Road,Lahore
82151,"66-A,Ferozepur Road,Opp: Distt. Jail",Lahore
82152,"35-C,Commercial Zone,Liberty Market,Gulberg-III",Lahore
82153,"25-Rafi Plaza,Hall Road",Lahore
82154,"8-H,Alamgir Market,Shahalam Market",Lahore
82155,"87,Shahrah-e-Quaid-e-Azam",Lahore
82156,"Arash Park,Aziz Road,Misrishah",Lahore
82157,"Rahim Road,Misri Shah",Lahore
82158,"O/S Sarai Sultan,Chah Sard Bagh",Lahore
82159,"Noor Road,Badami Bagh",Lahore
82160,77 Mecload Road,Lahore
82161,"24,Abid Market,Temple Road",Lahore
82162,"G.T.Road,Shahdara",Lahore
82163,O/S Sarai Sultan,Lahore
82164,"Rahim Road,Misri Shah",Lahore
82165,"14,Soharwardi Street,Shalimar Town",Lahore
82166,"45,Peco Road,Badami Bagh",Lahore
82167,12-Urdu Bazar,Lahore
82168,70-Badami Bagh,Lahore
82169,"Ahata Malik Saadi,O/S Mori Gate",Lahore
82170,"37,Mozang Road,Chowk Safanwala",Lahore
82171,"42-E,Sunflower Building,Liberty Market,Gulberg-III",Lahore
82172,"Plaza No.6,1st Floor,Commercial Zone,Liberty Market,Gulberg",Lahore
82173,"Newage Mansion,Mcleod Road",Lahore
82174,18-KM.Lahore Sheikhupura Road,Lahore
82175,"Newage Mansion,McLeod Road",Lahore
82176,"Newage Mansion,McLeod Road",Lahore
82177,"Rahim Road,Misri Shah",Lahore
82178,"#414,Raza Block,Allama Iqbal Town",Lahore
82179,"37-C-1,Gulberg-III",Lahore
82180,"39-G,Central Plaza,Opp. ILM IT Campus,Civic Cntr.,New Garden Town",Lahore
82181,"IFT Building,1st Floor,Near Liberty Round About,Gulberg-III",Lahore
82182,"129/2,Sector E,Phase II,LCCHS",Lahore
82183,"1st Floor,26-M,Gulberg-III",Lahore
82184,"Suite #3,Irfan Centre,34-Civic Centre,New Garden Town",Lahore
82185,"Cricket House,Jail Road",Lahore
82186,"P.O.Box 3041,Gulberg Colony",Lahore
82187,"136-P,Mini Market,Gulberg II",Lahore
82188,"No.15,2nd Floor,Imtiaz Plaza,85 Shaharah-e-Quaid-e-Azam",Lahore
82189,Village Lidhar Badian Rd.Cantt,Lahore
82190,"69-A/73-A,Brandreth Road",Lahore
82191,"14/4,Shan Arcade,Civic Centre,New Garden Town",Lahore
82192,"35-C,Ali Block,New Garden Town",Lahore
82193,"14/A,Davis Road",Lahore
82194,"14-A,Davis Road",Lahore
82195,"14-Gulshan Block,Allama Iqbal Town",Lahore
82196,"51-N,Industrial Area,Gurumanget Road,Gulberg-III",Lahore
82197,"93-D/1,Gulberg-III",Lahore
82198,10-Abbot Road,Lahore
82199,"Nirala Centre,10-Jail Road",Lahore
82200,"Reliable Building,Sham Nagar Road,Badami Bagh",Lahore
82201,"9,Industrial Area,Gulberg-III",Lahore
82202,"20-Tagore Park,89-McLeod Road",Lahore
82203,"13/136-P,Mini Market,Gulberg-II",Lahore
82204,"31-Q,Gulberg-II",Lahore
82205,"Nishat House,53-A,Lawrance Road",Lahore
82206,"498-N,Asghar Mansion,Samanabad",Lahore
82207,"21-Km,Ferozepur Road",Lahore
82208,"3rd Floor,EFU House,6-D,Main Gulberg,Jail Road",Lahore
82209,"Nishat House,53-A,Lawrence Road",Lahore
82210,"2-Ghumman Avenue,Sikander Malhi Road",Lahore
82211,"No.41,Sector B-1,Block-10,Peco Road,Akbar Chowk,Township",Lahore
82212,"59,Nishtar Road",Lahore
82213,Mehmood Booti Bund Road,Lahore
82214,"37,Sultanpurra Road",Lahore
82215,"99,Railway Road,Opp: Polytechnic College",Lahore
82216,"33-Brandeth Road,Nisther Road",Lahore
82217,"19-F,1st Floor,Raja Chambers,35-Queens Road,Mozang Chungi",Lahore
82218,"6th floor Nizam Chamber, Shahrah-e-Fatima Jinah",Lahore
82219,"Suit No.99, C.C. Hotel,105-A,The Mall Road",Lahore
82220,"13-S,Fatima Centre,14-A,Queen's Road",Lahore
82221,"15/17,Naqi Arcade,The Mall",Lahore
82222,"Room No.2,1st Floor,Din Plaza,Link Mcload Road",Lahore
82223,"1st Floor Alfalah Building,Shahrah-e-Quaid-e-Azam",Lahore
82224,"6th Floor,EFU House,Jail Road",Lahore
82225,"6th Floor,EFU House,Jail Road",Lahore
82226,"6th Floor,EFU House,Jail Road",Lahore
82227,"Awan House,23-Jail Road",Lahore
82228,"317-H,M.A. Johar Town",Lahore
82229,"2nd Floor,Naqi Market,15,Shahrah-e-Quaid-e-Azam",Lahore
82230,"7/2,Race Course Road",Lahore
82231,"23,Brandreth Road",Lahore
82232,"Sham Street,Shershah Colony,61-Ferozpur Road",Lahore
82233,"10-Al Amin Centre,Rang Mahal",Lahore
82234,"63, Industrial Area,Kot Lakhpat",Lahore
82235,151-Ferozepur Road,Lahore
82236,"53-F,Auto Centre,108-Lytton Road",Lahore
82237,"179-C1,Model Town,Sofiabad",Lahore
82238,"1-Qaddafi Market,Nishter Road,Chowk Dalgrian",Lahore
82239,"Opp.Naz & Nagina Cinema,4-Mission Road",Lahore
82240,"123-D-III,Model Town",Lahore
82241,"Bank Square,Nila Gumbad",Lahore
82242,"13/16,Ali Street No.7,Clifton Colony",Lahore
82243,"23-F,1st Floor,Raja Centre,Main Boulevard,Gulberg",Lahore
82244,"32-A,Garden Block,New Garden Town",Lahore
82245,"PECO Road,Kot Lakhpat,Opp:PECO Factory",Lahore
82246,86 Railway Road,Lahore
82247,"173-B,Street-4,Cavalry Ground,Cantt.",Lahore
82248,"310,Eden Center,Jail Road",Lahore
82249,"Shop No.43,Glamour-1 Plaza,Al-Madina Road,Township More",Lahore
82250,"Rm 116,1st Fl.Stock Exch.Bldg.,19-Khayaban-e-Aiwan-e-Iqbal",Lahore
82251,"17-F,Model Town",Lahore
82252,"94-G,Gulberg Centre,Main Boulevard,Gulberg",Lahore
82253,"33-S,Gulberg Centre,Main Boulevard,Gulberg-3",Lahore
82254,"Latif Plaza,1st Floor,103 Ferozepur Road",Lahore
82255,"242-B,Shalimar Lane,Cavalry Ground Ext.Cantt.",Lahore
82256,7.5 KM. Raiwind Road,Lahore
82257,"2nd Floor,Sadia Plaza,69,Shahrah-e-Quaid-e-Azam",Lahore
82258,"98-C,Bank Square Market,Model Town",Lahore
82259,"H.No.6,St.No.18,Main Bazar #2,Ghaziabad",Lahore
82260,"Nuqoosh Building,7-Kabir St.,Urdu Bazar",Lahore
82261,85-The Mall,Lahore
82262,"2nd Floor,Ali Plaza,3-Mozang Road",Lahore
82263,"2nd Floor,Ali Plaza,3-Mozang Road",Lahore
82264,"98-P,Gulberg II",Lahore
82265,3-Link Mcleod Road,Lahore
82266,"19-A,Abbot Road",Lahore
82267,"542,Jehanzeb Block,Allama Iqbal Town",Lahore
82268,"72-B-1,Street # 71,Gulberge III",Lahore
82269,"854/Z,LCCHS Defence",Lahore
82270,"695/W, LCCHS Lahore-Cantt.",Lahore
82271,"305-306,Zia Chambers,25-Mcleod Road",Lahore
82272,"S-24,2nd Floor,Gulberg Center,Gulberg-III",Lahore
82273,546 Shadman Colony,Lahore
82274,"# 303-304,Zia Chamber,25-Mcleod Road",Lahore
82275,"Unit #13-E/2,Gulberg III",Lahore
82276,"2-G-IV,Off Canal Johar Town",Lahore
82277,"International Bankers Bldg.,1st Floor,Ghalib Market,Gulberg No.3",Lahore
82278,"3rd Floor,Cricket House,20-Shadman Colony",Lahore
82279,"Muzaffar Mansion,50-Temple Road",Lahore
82280,20 Ferozepur Road,Lahore
82281,"Sh. Anayatullah Building,Anarkali,P.O.Box:408",Lahore
82282,"Aftab Center,30-Davis Road",Lahore
82283,"15,Carvan Building,Mcleod Road",Lahore
82284,"130-E/1,Main Boulevard,Gulberg-III",Lahore
82285,"56/12,Commercial Zone,1st & 2nd Floor,Kareem Block,Allama Iqbal Town",Lahore
82286,"Gaba Bldg.,19-A,Abbott Road",Lahore
82287,9-Bank Square,Lahore
82288,"79-Ferozepur Road,Kamran Apartment,Ichhra",Lahore
82289,"79-Ferozepur Road,Kamram Apartment,Ichhra",Lahore
82290,"Chowk Dalgran,Brandreth Road",Lahore
82291,"16-Qadri Chamber,Hall Road",Lahore
82292,"5 Rahim Complex,4th Floor,Main Market,Gulberg-II",Lahore
82293,Hanjarwal-Multan Road,Lahore
82294,"Monnoo House,3 Montgomery Road",Lahore
82295,"State Life Building,2-Mcleod Road",Lahore
82296,"23,Davis Road",Lahore
82297,23-Davis Road,Lahore
82298,"Suite #1,5th Floor,Shan Arcade,Barkat Market,New Garden Town",Lahore
82299,"5-A,Ferozepur Road",Lahore
82300,23-Davis Road,Lahore
82301,"23,Davis Road",Lahore
82302,23-Davis Road,Lahore
82303,"23,Davis Road",Lahore
82304,"1-Sanda Road,Riwaz Garden",Lahore
82305,"7,3rd Floor,117-Circular Road,Haroon Building O/S Shahalam,Gate Lahore",Lahore
82306,"42/43-F,Gulberg Centre,Gulberg-III",Lahore
82307,"14/S,Kot Lakhpat",Lahore
82308,"PAAF Bluiding,Egerton Road",Lahore
82309,14-KM. Multan Road,Lahore
82310,"1429,Tufail Road,Cantt",Lahore
82311,"Omar Hits,4th floor Flt No.5,Liberty Market,Gulberg",Lahore
82312,"7-Lal Maqsood Bldg.,3rd Floor,57-Circular Road",Lahore
82313,"LDA 11,Block A-1,Nabipura,Gulberg III",Lahore
82314,Jail Road,Lahore
82315,"7-Al-Khush Bldg.,Bank Square",Lahore
82316,"Suite 10,2nd Floor,Auriga Complex,Main Market,Gulberg-II",Lahore
82317,"G-174/199,Galaxy Shopping Cntr,115-Ferozepur Road",Lahore
82318,6-Link McLeod Road,Lahore
82319,"1-E,Main Market,Main Boulevard,Gulberg-II",Lahore
82320,"Ameer Road,Gelani Park,Near Chowk Ara Hasan Shah,Bilal Gunj",Lahore
82321,"Rm 402,4th Fl.Stock Exch.Bldg.,19-Khayaban-e-Aiwan-e-Iqbal",Lahore
82322,"132/5,Industrial Estate,Kot Lakhpat",Lahore
82323,43-Brandreth Road,Lahore
82324,"29-A,McLeod Road",Lahore
82325,"100,S.I.E.,Kot Lakhpat",Lahore
82326,"F-7 & 8,Gulberg Centre,Main Boulevard,Gulberg-III",Lahore
82327,"Room No.30,1st Floor,Center Point,Gulberg-III",Lahore
82328,"#1,3rd Floor,Liberty Heights,Liberty Square,Gulberg-III",Lahore
82329,"St.No.4,268-Raza Block,Allama Iqbal Town",Lahore
82330,"11-F,Model Town",Lahore
82331,"97-D/1,Gulberg-III",Lahore
82332,"137/G,Liberty Plaza,Liberty Market,Gulberg-III",Lahore
82333,"51 C-2,Gulberg-III",Lahore
82334,"174-A,Ahmed Block,New Garden Town",Lahore
82335,"22,2nd Floor,Hafeez Centre,Gulberg-III",Lahore
82336,"4/57,Mozang Road",Lahore
82337,"55,Main Market,Shadman",Lahore
82338,"14-LG Railway Plaza,43 Allama Iqbal Road",Lahore
82339,"89-Main Boulevard,1st Floor,Cavalry Ground,Cantt.",Lahore
82340,"106,Sabzi Mandi,Iqbal Town,Multan Road",Lahore
82341,"Suite No.1,3rd Floor,Hafeez Centre,Gulberg-III",Lahore
82342,"127,C.C.Motel,105-A,Shahrah-e-Quaid-e-Azam",Lahore
82343,"31-M,3rd Floor,Civic Centre,A-Block,Hafeez Plaza,Model Town Ext.",Lahore
82344,"3-Inter Floor,Eden Centre,43-Jail Road",Lahore
82345,"Chiniot Plaza,65-McLeod Road",Lahore
82346,"16-C,Gulberg-II",Lahore
82347,"Naghma Cinema,Abbot Road",Lahore
82348,"State Life Building,Sir Agha Khan III Rd(Davis Rd)",Lahore
82349,"13,Lake Road",Lahore
82350,"92-C,Model Town",Lahore
82351,"14-A,Shahrah-e-Fatima Jinnah",Lahore
82352,2-Beadon Road,Lahore
82353,"4-S,Ejaz Centre,Main Boulevard,Gulberg-III",Lahore
82354,"1-Raja Centre,Main Boulevard,Gulberg-III",Lahore
82355,"17/U,Ground Floor,Japan Centre,Cooper Road",Lahore
82356,"4/1,Fatima Centre,14-A,Queens Road",Lahore
82357,"5-E,Flat No.3,Main Market,Gulberg-II",Lahore
82358,"6/44,Guru Ramdass Street,Krishan Nagar",Lahore
82359,"1429,Tufail Road,Mughalpura,Cantt.",Lahore
82360,"Afzal Plaza,Abu Bakar Chowk,Gaddafi Colony,Badami Bagh",Lahore
82361,5-Davis Road,Lahore
82362,"21-Ground,Shama Plaza,72,Ferozepur Road",Lahore
82363,"18-A,Main Boulevard,Cavalry Ground,Cantt.",Lahore
82364,"Silver House,1st Floor,25/9C,Empress Road",Lahore
82365,"45-C-3,Gulberg-III",Lahore
82366,"Al-Deens Chambers,7/E,Egerton Road",Lahore
82367,"78-A,Ahmed Block,New Garden Town,Near Badar Masque",Lahore
82368,"3-B,Bobby Plaza,Bund Road,Opp. Munshi Hospital",Lahore
82369,"64-A,Main Boulevard,Gulberg",Lahore
82370,"225-Mustafa Abad,Dharampura",Lahore
82371,"139,Multan Road",Lahore
82372,"Main Boulevard,Defence Road,Cantt.",Lahore
82373,"97-B,Jail Road,Near Underpass,Off Canal Road",Lahore
82374,"Grand Hotel & Tower,9-A,Davis Road",Lahore
82375,"5,Old FCC,Ferozepur Road",Lahore
82376,"F-11,1st Floor,Queens Road",Lahore
82377,"Main Boulevard,Gulberg III",Lahore
82378,"Rehman Business Centre,4th Floor,Gulberg",Lahore
82379,"1st Floor,133-Temple Road",Lahore
82380,"62-B,Model Town",Lahore
82381,"647,Nizam Block,Allama Iqbal Town",Lahore
82382,"91-B-1,M.M.Alam Road,Gulberg-III",Lahore
82383,"29th Kilometer,Multan Road,P.O. Box No.399",Lahore
82384,"LG-28,Hafeez Centre,Main Boulevard,Gulberg",Lahore
82385,"Shahrah-e-Roomi,P.O.Amer Sidhu",Lahore
82386,"4-A,Kohinoor Chamber,Shahalam Market",Lahore
82387,"8th K.M.Hanjerwal,Multan Road",Lahore
82388,"52-53 A Glaxo Town,20-KM Ferozepur Road",Lahore
82389,"Flat No.16,2nd Floor,,136-P,Mini Market,Gulberg II",Lahore
82390,"G-39,Shama Plaza,Ferozpur Road",Lahore
82391,"23-E/3,Gulberg-III",Lahore
82392,"123-A,Babar Block,New Garden Town",Lahore
82393,"23-E-III,Gulberg-III",Lahore
82394,13-Fane Road,Lahore
82395,"#21,Muqadas Plaza,Fayyaz Road,Anarkali,Nila Gumbad",Lahore
82396,"15-Dyal Singh Mansion,Shahrah-e-Quaid-e-Azam",Lahore
82397,"18-CCA,Phase-II,L.C.C.H.S.,Cantt.",Lahore
82398,"198,Grain Market,Badami Bagh",Lahore
82399,"198-Grain Market,Badami Bagh",Lahore
82400,"Aziz Chambers,21-Queen's Road",Lahore
82401,"Gulzar St.#8,H.#17,Muslim Gunj,Kachupura",Lahore
82402,"F-6,Nawab Plaza,Shadman Market",Lahore
82403,Lahore Avari Hotel,Lahore
82404,"T-6,Bilal Center,9-Nicholson Road",Lahore
82405,"502-Main PECO Road,Opp:Army Welfare Woollen Mills",Lahore
82406,"191-B,Scotch Corner,Upper Mall",Lahore
